,QA model,Dataset,embed_title,context_window_size,max_seq_len,doc_stride,max_seq_len_passage,max_seq_len_query,Retriever top-k,QA top-k,Rouge-1,Rouge-2,Rouge-l,Bleu,Answers percent in retrieved documents,VRAM,document embedding time,inference time
24,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,3,0.2620035666427012,0.17489708111650945,0.2468217422910713,0.06932413886723772,0.14492753623188406,0,584.7957592010497,5.096159219741821
25,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,5,0.2655796497803363,0.16184795812443956,0.25391563945518203,0.04370274694426013,0.14705882352941174,0,584.7957592010497,5.28561282157898
26,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,7,0.2742098253292337,0.16640888563703934,0.2605886187859269,0.03543192200245535,0.14705882352941174,0,584.7957592010497,5.388075828552246
27,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,3,0.2510976582887212,0.1593676027792391,0.2438555947966577,0.07987744823162223,0.14705882352941174,0,584.7957592010497,3.014534950256348
28,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,5,0.28549381376786553,0.18755933835115085,0.2753894644784362,0.05681966390039656,0.14705882352941174,0,584.7957592010497,2.6751878261566158
29,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,7,0.2820642728838944,0.18341659036113103,0.27033654697108844,0.049169589399049925,0.14705882352941174,0,584.7957592010497,2.7509214878082275
30,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,3,0.28297193082483185,0.1823004575776766,0.26304109639975404,0.07672237413904816,0.14705882352941174,0,584.7957592010497,3.937432527542114
31,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,5,0.3192766783543148,0.21588122873755955,0.30607607030186873,0.050894461042264263,0.14705882352941174,0,584.7957592010497,4.092508554458618
32,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,7,0.3016593148074969,0.1943471581654304,0.28302361517084845,0.0460042894712147,0.14705882352941174,0,584.7957592010497,4.173805236816406
33,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,3,0.2620035666427012,0.17489708111650945,0.2468217422910713,0.06932413886723772,0.14492753623188406,0,584.7957592010497,5.1739771366119385
34,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,5,0.2655796497803363,0.16184795812443956,0.25391563945518203,0.04370274694426013,0.14705882352941174,0,584.7957592010497,5.304657936096191
35,drive/MyDrive/bert_basefi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,7,0.2839247609666546,0.17656728245576594,0.2703035544233479,0.03586687206620375,0.14705882352941174,0,584.7957592010497,5.438539743423462
36,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,3,3,0.2389648571352409,0.14444061687031465,0.2276929097219891,0.06575930796614078,0.14705882352941174,0,584.7957592010497,3.3003754615783687
37,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,3,5,0.23901409341726804,0.13950373289504364,0.2290237787449517,0.050995590324898143,0.14705882352941174,0,584.7957592010497,3.0518369674682617
38,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,3,7,0.24880959871109146,0.1355163443173832,0.23806076882713484,0.0390190437975773,0.14705882352941174,0,584.7957592010497,3.2095930576324463
39,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,5,3,0.2475235212111209,0.1422180095018001,0.23395511501924496,0.05716632354427904,0.14705882352941174,0,584.7957592010497,4.898498058319092
40,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,5,5,0.2362804249842476,0.12588307502904605,0.22665291122629036,0.04573030148813916,0.14705882352941174,0,584.7957592010497,4.6800854206085205
41,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,5,7,0.23567462335075184,0.12634693118355658,0.22269043790375445,0.03282932657584778,0.14705882352941174,0,584.7957592010497,4.7547607421875
42,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,7,3,0.18862901884973607,0.06392104610656492,0.16032460447361474,0.05366542164636066,0.14705882352941174,0,584.7957592010497,5.886747360229492
43,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,7,5,0.2430655691828864,0.12014262257025078,0.2263918581581436,0.03992287166989871,0.14705882352941174,0,584.7957592010497,6.073323011398315
44,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,7,7,0.2474515072438344,0.12764019979298447,0.23057313532518955,0.03230267879007118,0.14705882352941174,0,584.7957592010497,6.226714372634888
45,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,3,3,0.2389648571352409,0.14444061687031465,0.2276929097219891,0.06575930796614078,0.14705882352941174,0,584.7957592010497,2.9881138801574707
46,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,3,5,0.23901409341726804,0.13950373289504364,0.2290237787449517,0.050995590324898143,0.14705882352941174,0,584.7957592010497,3.1052608489990234
47,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,3,7,0.24880959871109146,0.1355163443173832,0.23806076882713484,0.0390190437975773,0.14705882352941174,0,584.7957592010497,3.178619861602783
48,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,5,3,0.2621515085293918,0.15852235717042015,0.2473204760748896,0.05794332432127983,0.14705882352941174,0,584.7957592010497,4.512264490127564
49,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,5,5,0.2362804249842476,0.12588307502904605,0.22665291122629036,0.04573030148813916,0.14705882352941174,0,584.7957592010497,5.040898561477661
50,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,5,7,0.23567462335075184,0.12634693118355658,0.22269043790375445,0.03282932657584778,0.14705882352941174,0,584.7957592010497,4.811248302459717
51,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,7,3,0.2032570061680069,0.08022539377518498,0.17368996552925936,0.05444242242336144,0.14705882352941174,0,584.7957592010497,5.935638666152954
52,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,7,5,0.2435854741106488,0.12055713988453658,0.22687462701935815,0.040011167212739715,0.14705882352941174,0,584.7957592010497,6.084972381591798
53,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,7,7,0.2485337582345875,0.12697882430741572,0.2316553863159427,0.0338924846153139,0.14705882352941174,0,584.7957592010497,6.247722148895264
54,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,3,3,0.2389648571352409,0.14444061687031465,0.2276929097219891,0.06575930796614078,0.14705882352941174,0,584.7957592010497,3.0067157745361333
55,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,3,5,0.23901409341726804,0.13950373289504364,0.2290237787449517,0.050995590324898143,0.14705882352941174,0,584.7957592010497,3.0931994915008545
56,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,3,7,0.24880959871109146,0.1355163443173832,0.23806076882713484,0.0390190437975773,0.14705882352941174,0,584.7957592010497,3.1739227771759038
57,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,5,3,0.2475235212111209,0.1422180095018001,0.23395511501924496,0.05716632354427904,0.14705882352941174,0,584.7957592010497,4.538735628128052
58,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,5,5,0.2362804249842476,0.12588307502904605,0.22665291122629036,0.04573030148813916,0.14705882352941174,0,584.7957592010497,4.662558317184448
59,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,5,7,0.23567462335075184,0.12634693118355658,0.22269043790375445,0.03282932657584778,0.14705882352941174,0,584.7957592010497,5.105555772781372
60,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,3,0.18862901884973607,0.06392104610656492,0.16032460447361474,0.05366542164636066,0.14705882352941174,0,584.7957592010497,5.892142295837402
61,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,5,0.2430655691828864,0.12014262257025078,0.2263918581581436,0.03992287166989871,0.14705882352941174,0,584.7957592010497,6.052518606185912
62,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,7,0.2474515072438344,0.12764019979298447,0.23057313532518955,0.03230267879007118,0.14705882352941174,0,584.7957592010497,6.199461936950684
63,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,3,0.2389648571352409,0.14444061687031465,0.2276929097219891,0.06575930796614078,0.14705882352941174,0,584.7957592010497,3.017205715179444
64,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,5,0.23901409341726804,0.13950373289504364,0.2290237787449517,0.050995590324898143,0.14705882352941174,0,584.7957592010497,3.073612689971924
65,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,7,0.24880959871109146,0.1355163443173832,0.23806076882713484,0.0390190437975773,0.14705882352941174,0,584.7957592010497,3.1362147331237797
66,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,3,0.2621515085293918,0.15852235717042015,0.2473204760748896,0.05794332432127983,0.14705882352941174,0,584.7957592010497,4.509615421295166
67,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,5,0.2362804249842476,0.12588307502904605,0.22665291122629036,0.04573030148813916,0.14705882352941174,0,584.7957592010497,4.621628761291504
68,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,7,0.23567462335075184,0.12634693118355658,0.22269043790375445,0.03282932657584778,0.14705882352941174,0,584.7957592010497,4.801931142807007
69,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,3,0.2032570061680069,0.08022539377518498,0.17368996552925936,0.05444242242336144,0.14705882352941174,0,584.7957592010497,6.278646230697633
70,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,5,0.2435854741106488,0.12055713988453658,0.22687462701935815,0.040011167212739715,0.14705882352941174,0,584.7957592010497,6.090735673904419
71,drive/MyDrive/squeeze-bertfi_qafi,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,7,0.2485337582345875,0.12697882430741572,0.2316553863159427,0.0338924846153139,0.14705882352941174,0,584.7957592010497,6.193968772888184
72,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,3,3,0.2466529762603467,0.14543679833567993,0.2372492284897656,0.07251419054675211,0.14285714285714285,0,584.7957592010497,20.002006769180298
73,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,3,5,0.2566275149381306,0.1432919899970289,0.2433650811749397,0.051816416385437734,0.14705882352941174,0,584.7957592010497,20.017791032791138
74,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,3,7,0.2736471204082451,0.1601624736653689,0.260410311663192,0.041361918469502684,0.14705882352941174,0,584.7957592010497,20.101492404937748
75,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,5,3,0.2620780277795925,0.1496204076106857,0.2376707364534869,0.058515905624942674,0.14285714285714285,0,584.7957592010497,33.938236236572266
76,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,5,5,0.2656406886113775,0.14965639388626414,0.2378815091875062,0.047015611342620535,0.14705882352941174,0,584.7957592010497,34.031337976455696
77,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,5,7,0.2726009744072745,0.1546869193502324,0.2465547655436063,0.035527240537009085,0.14705882352941174,0,584.7957592010497,34.18407917022705
78,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,7,3,0.24970492402086705,0.1293318444884159,0.2290483934981699,0.05485314553915994,0.14285714285714285,0,584.7957592010497,46.05170607566834
79,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,7,5,0.2448702922663035,0.1237150999959126,0.22432296355573847,0.03953524095067143,0.14705882352941174,0,584.7957592010497,45.78402614593506
80,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,100,256,64,7,7,0.2571335748965263,0.1390329367061798,0.2365001936967014,0.03530578058114918,0.14705882352941174,0,584.7957592010497,45.98659133911133
81,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,3,3,0.2466529762603467,0.14543679833567993,0.2372492284897656,0.07251419054675211,0.14285714285714285,0,584.7957592010497,20.012469768524173
82,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,3,5,0.2593653978488966,0.14711702246548988,0.2460177855062063,0.05206065100912823,0.14705882352941174,0,584.7957592010497,20.03820252418518
83,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,3,7,0.27526242053612193,0.16274463271989972,0.2620064674933176,0.04145903485713995,0.14705882352941174,0,584.7957592010497,20.086934089660645
84,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,5,3,0.2620780277795925,0.1496204076106857,0.2376707364534869,0.058515905624942674,0.14285714285714285,0,584.7957592010497,34.24566745758057
85,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,5,5,0.26711375257324205,0.15186299733333408,0.2392493542941519,0.04742205875993751,0.14705882352941174,0,584.7957592010497,34.354978799819946
86,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,5,7,0.2759033227185032,0.1581586950694897,0.2496628580703295,0.036235838188514,0.14705882352941174,0,584.7957592010497,34.447938919067376
87,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,7,3,0.24970492402086705,0.1293318444884159,0.2290483934981699,0.05485314553915994,0.14285714285714285,0,584.7957592010497,46.09289336204529
88,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,7,5,0.24634335622816805,0.12592170344298256,0.22569080866238425,0.039941688367988414,0.14705882352941174,0,584.7957592010497,46.62585639953613
89,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,150,256,128,256,64,7,7,0.26043592320775505,0.1425047124254371,0.23960828622342456,0.03601437823265411,0.14705882352941174,0,584.7957592010497,46.380187273025506
90,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,3,3,0.2466529762603467,0.14543679833567993,0.2372492284897656,0.07251419054675211,0.14285714285714285,0,584.7957592010497,20.04195332527161
91,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,3,5,0.2566275149381306,0.1432919899970289,0.2433650811749397,0.051816416385437734,0.14705882352941174,0,584.7957592010497,20.01170873641968
92,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,3,7,0.2736471204082451,0.1601624736653689,0.260410311663192,0.041361918469502684,0.14705882352941174,0,584.7957592010497,20.124413967132572
93,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,5,3,0.2620780277795925,0.1496204076106857,0.2376707364534869,0.058515905624942674,0.14285714285714285,0,584.7957592010497,33.94602084159851
94,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,5,5,0.2656406886113775,0.14965639388626414,0.2378815091875062,0.047015611342620535,0.14705882352941174,0,584.7957592010497,34.00880122184753
95,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,5,7,0.2726009744072745,0.1546869193502324,0.2465547655436063,0.035527240537009085,0.14705882352941174,0,584.7957592010497,34.171445846557624
96,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,3,0.24970492402086705,0.1293318444884159,0.2290483934981699,0.05485314553915994,0.14285714285714285,0,584.7957592010497,45.80664348602295
97,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,5,0.2448702922663035,0.1237150999959126,0.22432296355573847,0.03953524095067143,0.14705882352941174,0,584.7957592010497,46.25357246398926
98,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,100,256,64,7,7,0.2571335748965263,0.1390329367061798,0.2365001936967014,0.03530578058114918,0.14705882352941174,0,584.7957592010497,45.83902454376221
99,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,3,0.2466529762603467,0.14543679833567993,0.2372492284897656,0.07251419054675211,0.14285714285714285,0,584.7957592010497,19.925350904464718
100,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,5,0.2593653978488966,0.14711702246548988,0.2460177855062063,0.05206065100912823,0.14705882352941174,0,584.7957592010497,19.934691429138184
101,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,3,7,0.27526242053612193,0.16274463271989972,0.2620064674933176,0.04145903485713995,0.14705882352941174,0,584.7957592010497,20.00552272796631
102,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,3,0.2620780277795925,0.1496204076106857,0.2376707364534869,0.058515905624942674,0.14285714285714285,0,584.7957592010497,34.02290797233581
103,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,5,0.26711375257324205,0.15186299733333408,0.2392493542941519,0.04742205875993751,0.14705882352941174,0,584.7957592010497,34.14604902267456
104,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,5,7,0.2759033227185032,0.1581586950694897,0.2496628580703295,0.036235838188514,0.14705882352941174,0,584.7957592010497,34.292057991027825
105,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,3,0.24970492402086705,0.1293318444884159,0.2290483934981699,0.05485314553915994,0.14285714285714285,0,584.7957592010497,45.76595592498779
106,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,5,0.24634335622816805,0.12592170344298256,0.22569080866238425,0.039941688367988414,0.14705882352941174,0,584.7957592010497,45.88219857215881
107,ktrapeznikov/albert-xlarge-v2-squad-v2,drive/MyDrive/titleText-threeSentences.csv,True,175,256,128,256,64,7,7,0.26043592320775505,0.1425047124254371,0.23960828622342456,0.03601437823265411,0.14705882352941174,0,584.7957592010497,46.42182183265686
